company_name,rating,bio,salary,job,founded_in,field,other
Synechron,3.5,IT Services & Consulting | New Delhi +32 other locations,27900.0,58.0,2001 (25 yrs old),IT Services & Consulting,New Delhi +32 other locations
Glenmark Pharmaceuticals,3.8,Pharma | New Delhi +184 other locations,12100.0,128.0,1977 (49 yrs old),Pharma,New Delhi +184 other locations
Birlasoft,3.5,IT Services & Consulting | New Delhi +50 other locations,29700.0,444.0,1995 (31 yrs old),IT Services & Consulting,New Delhi +50 other locations
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | New Delhi +165 other locations,24000.0,77.0,,Consumer Electronics & Appliances,New Delhi +165 other locations
Dabur,3.8,FMCG | New Delhi +320 other locations,8800.0,23.0,1884 (142 yrs old),FMCG,New Delhi +320 other locations
Samvardhana Motherson Group,3.7,Auto Components | New Delhi +93 other locations,12100.0,13.0,1986 (40 yrs old),Auto Components,New Delhi +93 other locations
Kotak Mahindara Life Insurance,3.5,Insurance | New Delhi +257 other locations,12600.0,194.0,2001 (25 yrs old),Insurance,New Delhi +257 other locations
Cogent E Services,3.2,BPO | New Delhi +55 other locations,10300.0,1.0,2004 (22 yrs old),BPO,New Delhi +55 other locations
Altruist Technologies,4.4,BPO | New Delhi +44 other locations,8200.0,8.0,2005 (21 yrs old),BPO,New Delhi +44 other locations
JK Cement,4.0,Building Material | New Delhi +326 other locations,10000.0,1.0,1975 (51 yrs old),Building Material,New Delhi +326 other locations
