company_name,rating,bio,salary,job,founded_in
Muthoot Finance,3.7,NBFC |  +784 other locations,13k,82,
Omega Healthcare,3.8,BPO |  +69 other locations,26.3k,116,2003 (23 yrs old)
JLL,4.1,Real Estate |  +85 other locations,24.2k,290,1999 (27 yrs old)
eClerx,3.1,IT Services & Consulting |  +32 other locations,31.7k,236,2000 (26 yrs old)
HCL Group,3.5,IT Services & Consulting |  +97 other locations,3.7L,165,
Piramal Finance,4.2,NBFC |  +424 other locations,12.6k,7,10k-50k
Virtusa Consulting Services,3.7,IT Services & Consulting |  +55 other locations,56.3k,1.3k,1996 (30 yrs old)
DMart,3.9,Retail |  +246 other locations,18.3k,181,2002 (24 yrs old)
HSBC Group,3.9,Financial Services |  +63 other locations,42.6k,130,1865 (161 yrs old)
Indiamart Intermesh,3.5,Internet |  +172 other locations,20.4k,525,1996 (30 yrs old)
Udaan,3.9,Internet |  +368 other locations,15.6k,5,
SMFG India Credit,3.9,NBFC |  +592 other locations,11.1k,80,2007 (19 yrs old)
Aurobindo Pharma,4.0,Pharma |  +115 other locations,20.7k,23,1986 (40 yrs old)
Access Healthcare,3.7,BPO |  +64 other locations,28.4k,478,2011 (15 yrs old)
Siemens,3.9,Industrial Automation |  +152 other locations,33.5k,141,
BigBasket,3.9,Internet |  +138 other locations,19.1k,100,
Manappuram Finance,3.9,NBFC |  +647 other locations,9k,7,1949 (77 yrs old)
Firstsource Solutions,3.5,BPO |  +74 other locations,24k,135,2001 (25 yrs old)
Shapoorji Pallonji Group,4.1,Engineering & Construction |  +188 other locations,,,
Tata Capital,4.0,NBFC |  +438 other locations,15.6k,3.1k,2007 (19 yrs old)
GlobalLogic,3.5,IT Services & Consulting |  +60 other locations,40.5k,45,2000 (26 yrs old)
ICICI Lombard General Insurance Company,3.5,Insurance |  +311 other locations,,,
Standard Chartered,3.6,Banking |  +68 other locations,42k,,1853 (173 yrs old)
Mahindra Finance,3.9,NBFC |  +730 other locations,12k,383,1991 (35 yrs old)
PolicyBazaar,3.7,Internet |  +149 other locations,17.1k,412,
Apollo Hospitals,4.1,Healthcare |  +229 other locations,16.3k,134,1983 (43 yrs old)
Bosch Global Software Technologies,3.7,IT Services & Consulting |  +47 other locations,39.9k,13,1997 (29 yrs old)
UST,3.7,IT Services & Consulting |  +50 other locations,39.4k,137,
Ashok Leyland,4.0,Automobile |  +255 other locations,18.6k,,1948 (78 yrs old)
Citicorp,3.7,Financial Services |  +68 other locations,51.8k,,1997 (29 yrs old)
Swiggy,3.7,Internet |  +230 other locations,22.8k,274,2014 (12 yrs old)
Hero MotoCorp,4.1,Automobile |  +364 other locations,15.7k,2,1984 (42 yrs old)
Cyient,3.6,IT Services & Consulting |  +48 other locations,27.4k,76,1991 (35 yrs old)
CGI Group,4.0,IT Services & Consulting |  +43 other locations,45.2k,642,1976 (50 yrs old)
SBI Cards & Payment Services,3.6,Financial Services |  +435 other locations,,,
Kalpataru Projects International,4.2,Engineering & Construction |  +321 other locations,13.6k,1,1981 (45 yrs old)
JustDial,3.5,Internet |  +229 other locations,15.4k,51,1996 (30 yrs old)
BNY,3.7,Financial Services |  +25 other locations,30.8k,1,1784 (242 yrs old)
IQVIA,3.7,Clinical Research |  +63 other locations,30.6k,19,10k-50k
NTT Data,3.8,IT Services & Consulting |  +79 other locations,35.8k,121,1988 (38 yrs old)
SBI Life Insurance Company,3.7,Insurance |  +655 other locations,11.7k,5,2001 (25 yrs old)
Nagarjuna Construction Company,4.0,Engineering & Construction |  +295 other locations,12k,10,1998 (28 yrs old)
CBRE,4.1,Real Estate |  +91 other locations,18.6k,17,1906 (120 yrs old)
TVS Motor,3.9,Automobile |  +349 other locations,15.8k,64,1979 (47 yrs old)
Schneider Electric,4.2,Industrial Automation |  +119 other locations,24.3k,24,1999 (27 yrs old)
Persistent Systems,3.6,IT Services & Consulting |  +41 other locations,44.5k,229,
Atos,3.8,IT Services & Consulting |  +49 other locations,34k,84,2000 (26 yrs old)
State Bank of India,3.8,Banking |  +617 other locations,11.5k,10,1806 (220 yrs old)
vivo,4.1,Consumer Electronics & Appliances |  +414 other locations,12.9k,10,2009 (17 yrs old)
Ecom Express,4.0,Logistics |  +775 other locations,9.6k,,2012 (14 yrs old)
Eviden,3.6,IT Services & Consulting |  +39 other locations,28k,8,1k-5k
KEC International,4.0,Engineering & Construction |  +313 other locations,13.4k,4,1945 (81 yrs old)
Amdocs,3.6,Software Product |  +23 other locations,37.4k,11,1982 (44 yrs old)
JBM Group,3.9,Auto Components |  +117 other locations,14k,41,
Nagarro,3.9,IT Services & Consulting |  +49 other locations,32k,960,1996 (30 yrs old)
Varun Beverages,4.0,Beverage |  +379 other locations,11.9k,36,1995 (31 yrs old)
ITC Infotech,3.7,IT Services & Consulting |  +67 other locations,29.5k,84,2000 (26 yrs old)
Home Credit Finance,4.0,NBFC |  +136 other locations,9.4k,104,2012 (14 yrs old)
Bosch,4.1,Auto Components |  +130 other locations,20.7k,239,1886 (140 yrs old)
Randstad,3.7,Recruitment |  +352 other locations,16.4k,9,1992 (34 yrs old)
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting |  +56 other locations,,,
Hewlett Packard Enterprise,4.1,IT Services & Consulting |  +103 other locations,27.1k,218,2015 (11 yrs old)
Mahindra Logistics,3.7,Logistics |  +233 other locations,2.8L,356,1986 (40 yrs old)
Utkarsh Small Finance Bank,3.6,Banking |  +407 other locations,10.7k,21,2009 (17 yrs old)
L&T Finance,3.9,NBFC |  +633 other locations,,,
Aditya Birla Fashion and Retail,4.1,Fashion & Textile |  +292 other locations,13.1k,78,
OPPO,3.9,Consumer Electronics & Appliances |  +410 other locations,11.8k,9,2004 (22 yrs old)
Dell,3.8,Consumer Electronics & Appliances |  +117 other locations,28.8k,19,1984 (42 yrs old)
CARS24,3.4,Internet |  +173 other locations,,,
Havells,3.9,Electrical Equipment |  +260 other locations,15.6k,31,1983 (43 yrs old)
Intas Pharmaceuticals,4.1,Pharma |  +148 other locations,17.3k,53,1977 (49 yrs old)
R1 RCM,3.8,BPO |  +46 other locations,21.2k,151,2007 (19 yrs old)
Tata AIA Life Insurance,3.9,Insurance |  +442 other locations,14.1k,690,2001 (25 yrs old)
Hyundai Motor India Limited,4.1,Automobile |  +287 other locations,13.8k,4,1967 (59 yrs old)
Deutsche Bank,3.8,Banking |  +42 other locations,36k,398,1870 (156 yrs old)
Hetero,3.9,Pharma |  +67 other locations,15k,144,
Motilal Oswal Financial Services,3.7,Financial Services |  +168 other locations,12.9k,40,
Team Lease,3.9,Recruitment |  +396 other locations,16k,,2016 (10 yrs old)
Berger Paints,3.7,Chemicals |  +353 other locations,10k,114,
VE Commercial Vehicles,3.9,Automobile |  +179 other locations,13.9k,8,2008 (18 yrs old)
Lenskart,3.3,Internet |  +240 other locations,13.2k,122,
Thermax Limited,4.2,Industrial Machinery |  +250 other locations,,,
Bajaj Auto,3.8,Automobile |  +317 other locations,14.5k,,1945 (81 yrs old)
Macleods Pharmaceuticals,3.7,Pharma |  +133 other locations,15.5k,10,1986 (40 yrs old)
Aakash Educational Services,3.2,Education & Training |  +244 other locations,13.6k,66,1988 (38 yrs old)
Kogta Financial India Limited,4.7,NBFC |  +259 other locations,1.8k,115,1996 (30 yrs old)
Jubilant Foods Works,3.7,Hospitality |  +262 other locations,9.2k,189,1995 (31 yrs old)
LG Electronics,3.9,Consumer Electronics & Appliances |  +298 other locations,11k,,1958 (68 yrs old)
Royal Enfield,4.2,Automobile |  +373 other locations,14.8k,20,1901 (125 yrs old)
Hindalco Industries,4.2,Metals & Mining |  +127 other locations,12.4k,5,1958 (68 yrs old)
Jindal Steel Limited,3.9,Iron & Steel |  +172 other locations,15.3k,24,1979 (47 yrs old)
HDFC Ergo General Insurance,4.0,Insurance |  +324 other locations,12k,10,2002 (24 yrs old)
John Deere,4.0,Industrial Machinery |  +155 other locations,15.2k,1,2001 (25 yrs old)
Tata Communications,3.9,Telecom |  +102 other locations,23.4k,34,1986 (40 yrs old)
DCB Bank,3.8,Banking |  +341 other locations,9.4k,8,
State Street Corporation,3.5,Financial Services |  +34 other locations,31.3k,9,1792 (234 yrs old)
RBL Bank,3.5,Banking |  +284 other locations,18.3k,45,1943 (83 yrs old)
Cummins,4.3,Industrial Machinery |  +114 other locations,15.6k,8,1919 (107 yrs old)
Oyo Rooms,3.1,Internet |  +121 other locations,14.4k,129,2012 (14 yrs old)
Pidilite Industries,4.2,Chemicals |  +312 other locations,11.4k,,
Alembic Pharmaceuticals,3.9,Pharma |  +187 other locations,15.3k,69,1907 (119 yrs old)
Reliance Communications,4.0,Telecom |  +467 other locations,9.6k,,2002 (24 yrs old)
Bank of America,4.1,Banking |  +35 other locations,28.1k,,1998 (28 yrs old)
Carelon Global Solutions,3.9,IT Services & Consulting |  +21 other locations,26.6k,21,10k-50k
Publicis Sapient,3.4,IT Services & Consulting |  +46 other locations,30.9k,257,
Viatris,4.1,Pharma |  +81 other locations,14.2k,4,
PVR INOX,3.9,Media & Entertainment |  +150 other locations,,,
Subros,3.8,Auto Components |  +88 other locations,12.5k,1,1985 (41 yrs old)
XpressBees,4.2,Logistics |  +474 other locations,8.2k,12,2015 (11 yrs old)
American Express,4.1,Financial Services |  +53 other locations,24.5k,146,1850 (176 yrs old)
Automatic Data Processing (ADP),3.9,Software Product |  +40 other locations,,,
PNB MetLife,3.4,Insurance |  +424 other locations,8k,15,2001 (25 yrs old)
Kyndryl,3.9,IT Services & Consulting |  +37 other locations,26.1k,35,
Escorts Kubota Limited,4.1,Automobile |  +155 other locations,13.3k,3,
Aditya Birla Sun Life Insurance,4.0,Insurance |  +488 other locations,9.9k,,2000 (26 yrs old)
Aditya Birla Capital,3.8,NBFC |  +338 other locations,14.1k,1,2017 (9 yrs old)
Grasim Industries,4.0,Building Material |  +241 other locations,12.7k,4,1947 (79 yrs old)
Maersk,4.0,Logistics |  +49 other locations,18.9k,31,
Synechron,3.5,IT Services & Consulting |  +32 other locations,27.9k,58,2001 (25 yrs old)
Glenmark Pharmaceuticals,3.8,Pharma |  +184 other locations,12.1k,128,1977 (49 yrs old)
Birlasoft,3.5,IT Services & Consulting |  +50 other locations,29.7k,444,1995 (31 yrs old)
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances |  +165 other locations,,,
Dabur,3.8,FMCG |  +320 other locations,8.8k,23,1884 (142 yrs old)
Samvardhana Motherson Group,3.7,Auto Components |  +93 other locations,12.1k,14,1986 (40 yrs old)
Kotak Mahindara Life Insurance,3.5,Insurance |  +257 other locations,12.6k,194,2001 (25 yrs old)
Cogent E Services,3.2,BPO |  +55 other locations,10.3k,1,2004 (22 yrs old)
Altruist Technologies,4.4,BPO |  +44 other locations,8.2k,8,2005 (21 yrs old)
JK Cement,4.0,Building Material |  +326 other locations,10k,1,1975 (51 yrs old)
